STAID,STANAME,CN,LAT,LON,HGHT
4886,BREMERHAVEN-SPECKENBUTTEL,DE,53.589167,8.602222,8
4887,BREMERVORDE (A),DE,53.479167,9.156389,5
4888,BREMERVORDE,DE,53.498889,9.173056,3
4889,BREMERVORDE-NIEDEROCHTENHAUSEN,DE,53.532778,9.1675,5
4891,ELSENDORF-HORNECK,DE,48.703056,11.850556,425
4897,BRILON,DE,51.403333,8.561667,472
4906,TREUEN,DE,50.546667,12.286667,465
4908,HERMARINGEN-ALLEWIND,DE,48.610556,10.269167,468
4915,FEUCHTWANGEN-HEILBRONN,DE,49.163056,10.366944,475
4918,BORKUM-FLUGPLATZ,DE,53.6,6.703056,3
4922,HOYERSWERDA,DE,51.450556,14.254167,116
4924,GOTTFRIEDING,DE,48.660556,12.540278,350
4926,ALDERSBACH-KRIESTORF,DE,48.616667,13.051944,340
4932,PIDING,DE,47.773056,12.908889,458
4933,PADENSTEDT (PONY-PARK),DE,54.020556,9.926667,17
4937,KR. NECKAR-ODENWALD BUCHEN,DE,49.519167,9.3225,340
4939,BUCHHOLZ IN DER NORDHEIDE,DE,53.356667,9.936667,77
4945,ALFHAUSEN,DE,52.486389,7.912778,65
4948,BURGWALD-BOTTENDORF,DE,51.031667,8.815556,293
4953,PEMFLING-PITZLING,DE,49.251389,12.605556,389
4954,CHEMNITZ,DE,50.7925,12.873333,418
4958,LAUTERTAL-OBERLAUTER,DE,50.308056,10.969167,345
4966,ALSFELD-EIFA,DE,50.745556,9.346667,300
4970,DEUSELBACH,DE,49.763056,7.055556,481
4971,DIEPHOLZ,DE,52.590278,8.346389,39
4972,DIERFELD,DE,50.084167,6.890833,413
4976,DILLINGEN/DONAU,DE,48.570833,10.499444,420
4977,DILLINGEN/DONAU-FRISTINGEN,DE,48.556944,10.560833,419
4978,ALTASTENBERG,DE,51.190278,8.468056,839
4979,DIPPOLDISWALDE-REINBERG,DE,50.918056,13.714444,365
4992,NELAUG,NO,58.658056,8.631389,142
4993,LANDVIK,NO,58.34,8.5225,6
4997,BYGLANDSFJORD II,NO,58.665556,7.811667,206
4998,BYGLANDSFJORD - SOLBAKKEN,NO,58.666944,7.800833,212
5001,ALTA LUFTHAVN,NO,69.9775,23.358056,3
5002,HAMMERFEST LUFTHAVN,NO,70.680556,23.676944,81
5003,HONNINGSVAG LUFTHAVN,NO,71.010556,25.978056,14
5017,HAMAR II,NO,60.800833,11.097778,132
5042,HILDRE,NO,62.603333,6.323889,13
5046,SVINOY FYR,NO,62.329167,5.268056,38
5054,VIGRA,NO,62.561667,6.115,22
5060,EVENES LUFTHAVN,NO,68.490833,16.683056,26
5070,NARVIK LUFTHAVN,NO,68.439444,17.388333,31
5071,SVOLVAER LUFTHAVN,NO,68.245278,14.669167,9
5083,SKLINNA FYR,NO,65.201944,10.996389,23
5089,SOGNEFJELLHYTTA,NO,61.564444,7.997778,1413
5093,LOKEN I VOLBU,NO,61.121667,9.063056,521
5098,OSLO - BLINDERN PLU,NO,59.941944,10.72,94
5106,SANDNES - ROVIK,NO,58.865833,5.761944,19
5120,SANDANE,NO,61.788056,6.183333,51
5121,SANDANE LUFTHAVN,NO,61.829167,6.104167,60
5132,BUHOLMRASA FYR,NO,64.401389,10.455,18
5137,SULA,NO,63.846667,8.466667,5
5138,SULA FYR,NO,63.85,8.466667,28
5140,NY-ALESUND,NO,78.923056,11.933056,8
5149,HEKKINGEN FYR,NO,69.600556,17.837222,14
5150,TROMSO - LANGNES,NO,69.676667,18.913056,8
5152,SORKJOSEN LUFTHAVN,NO,69.788889,20.955278,6
5153,NORDSTRAUM I KVAENANGEN,NO,69.833333,21.884167,6
5154,KRISTIANSAND - SOMSKLEIVA,NO,58.150556,8.052778,12
5160,MELSOM,NO,59.23,10.348056,26
5161,TORP,NO,59.184167,10.255278,88
5164,FALSTERBO_A,SE,55.38,12.82,5
5169,SKILLINGE_A,SE,55.49,14.32,4
5171,RYNGE_V,SE,55.49,13.4,50
5173,STURUP,SE,55.54,13.37,72
5174,SIMRISHAMN,SE,55.54,14.36,8
5175,MALMO,SE,55.61,13.08,20
5177,MALMO_2,SE,55.6,12.98,3
5179,ALNARP,SE,55.65,13.08,10
5182,LUND_LTH,SE,55.71,13.22,73
5191,UTKLIPPAN,SE,55.95,15.7,3
5193,KRISTIANSTAD,SE,56.33,14.15,10
5194,HANO_A,SE,56.01,14.85,55
5196,HELSINGBORG_A,SE,56.03,12.77,43
5197,UNGSKAR,SE,56.04,15.81,3
5198,HELSINGBORG,SE,56.04,12.69,43
5204,OLANDS SODRA UDDE,SE,56.2,16.399722,2
5205,OLANDS SODRA UDDE A,SE,56.2,16.399722,2
5207,MUNKA-LJUNGBY,SE,56.23,12.98,20
5209,HASTVEDA_MO,SE,56.28,13.94,103
5211,OSBY,SE,56.38,13.98,90
5228,OLANDSBRON V,SE,56.66,16.44,5
5229,KALMAR,SE,56.67,16.35,7
5230,HALMSTAD,SE,56.67,12.92,24
5232,KALMAR_FLYGFLOTTILJ,SE,56.73,16.29,6
5233,KALMAR_FLYGPLATS,SE,56.68,16.29,6
5234,HALMSTAD FLYGFLOTTILJ,SE,56.68,12.83,25
5240,LJUNGBY,SE,56.83,13.95,155
5244,LJUNGBY_A,SE,56.85,13.88,148
5249,VAXJO-KRONOBERG,SE,56.93,14.73,182
5254,VARBERG,SE,57.11,12.27,20
5255,GRIMETON,SE,57.11,12.39,25
5256,ULLARED_A,SE,57.11,12.78,122
5261,FAGERED,SE,57.2,12.81,100
5265,HEMSE,SE,57.24,18.38,25
5268,OSKARSHAMN,SE,57.27,16.41,20
5269,MOSSEN,SE,57.28,17.0,10
5271,HAGSHULTS_FLYGPLATS,SE,57.29,14.14,169
5274,OLANDS NORRA UDDE A,SE,57.37,17.1,2
5281,HERRVIK,SE,57.42,18.92,13
5282,OSTERGARNSHOLM_A,SE,57.44,18.99,5
5283,OSTERGARN,SE,57.45,18.98,5
5288,TOMTABACKEN_A,SE,57.5,14.47,356
5291,SPINKABO,SE,57.57,14.47,350
5292,GODEBERG,SE,57.57,14.63,350
5293,TRUBADUREN,SE,57.6,11.64,1
5295,VINGA,SE,57.63,11.61,12
5296,TOVEHULT,SE,57.64,16.57,25
5300,VISBY_FLYGPLATS,SE,57.66,18.34,42
5301,LANDVETTER_FLYGPLATS,SE,57.67,12.3,150
5303,FLAHULT,SE,57.69,14.15,225
5304,GLADHAMMAR_A,SE,57.71,16.46,35
5306,GUNNEBO,SE,57.72,16.53,18
5307,VASTERVIK,SE,57.79,16.59,35
5309,PRASTKULLA,SE,57.72,14.99,290
5310,JONKOPINGS_FLYGPLATS,SE,57.75,14.07,226
5311,ULRICEHAMN,SE,57.77,13.47,175
5315,SAVE-SKALVISERED,SE,57.83,11.92,20
5316,KARNA,SE,57.84,11.86,21
5317,RAMSJOHOLM,SE,57.84,14.43,225
5323,FARO,SE,57.9,19.16,13
5325,FAROSUND_AR_A,SE,57.92,18.96,13
5331,SABY,SE,58.02,11.6,10
5333,MALEXANDER,SE,58.07,15.24,195
5337,RORASTRAND,SE,58.06,11.65,5
5338,MALEXANDER_A,SE,58.07,15.24,195
5341,VISINGSO,SE,58.09,14.4,100
5342,MASESKAR_A,SE,58.09,11.33,16
5343,VISINGSO_A,SE,58.1,14.41,94
5346,GENDALEN,SE,58.16,12.65,90
5353,HARSTENA,SE,58.25,17.01,5
5357,TROLLHATTAN,SE,58.3,12.32,42
5358,TROLLHATTANS FLYGPLATS,SE,58.31,12.33,43
5364,VANERSBORG,SE,58.36,12.36,50
5366,SKARA-STENUM,SE,58.37,13.52,115
5367,SKARA-VASTERSKOG,SE,58.38,13.33,115
5370,SKOVDE,SE,58.39,13.84,150
5371,SKARA 1,SE,58.4,13.45,115
5372,SKARA,SE,58.4,13.45,115
5373,SKARA-EKEBERG,SE,58.4,13.55,115
5375,SATENAS_D,SE,58.44,12.69,55
5376,VASTERLOSA,SE,58.44,15.38,75
5377,REMNINGSTORP,SE,58.45,13.67,140
5378,LIDKOPING,SE,58.53,13.13,52
5380,KARLSBORG_MO,SE,58.52,14.51,95
5381,BJORNEGARDEN,SE,58.52,13.07,75
5387,AXSTAL_MO,SE,58.57,14.57,91
5390,NORRKOPING-SMHI,SE,58.58,16.149722,21
5391,NORRKOPING KUNSANGEN,SE,58.58,16.239722,5
5394,NORRKOPING,SE,58.61,16.21,3
5396,NORRKOPING-SORBY,SE,58.61,16.12,21
5402,OXELOSUND,SE,58.68,17.12,10
5405,MARIESTAD,SE,58.71,13.82,50
5409,LANDSORT_A,SE,58.74,17.87,18
5417,ZINKGRUVAN,SE,58.81,15.13,215
5426,STROMSTAD,SE,58.93,11.2,20
5439,ATORP,SE,59.1,14.37,105
5440,RIKSTEN,SE,59.18,17.92,45
5441,SAFFLE,SE,59.14,12.94,50
5444,SODERTALJE,SE,59.19,17.63,40
5447,BLOMSKOG_A,SE,59.22,12.08,170
5448,OREBRO_A,SE,59.23,15.05,53
5454,OREBRO,SE,59.26,15.26,31
5456,BLOMSKOG,SE,59.29,12.05,170
5459,LENNARTSFORS,SE,59.3,11.93,170
5461,KRISTINEHAMN,SE,59.31,14.1,82
5464,STOCKHOLM_A,SE,59.34,18.059722,44
5465,VARTAN,SE,59.35,18.1,20
5466,ESKILSTUNA_MO,SE,59.38,16.45,15
5470,BECKOMBERGA,SE,59.37,17.916389,15
5471,ESKILSTUNA,SE,59.39,16.46,8
5475,BARKARBY,SE,59.42,17.88,17
5477,SVENSKA_HOGARNA_A,SE,59.44,19.51,12
5484,VASTERAS-HASSLO,SE,59.59,16.63,10
5490,STOCKHOLM-ARLANDA,SE,59.63,17.95,42
5493,ARLANDA,SE,59.66,17.95,26
5496,ARVIKA,SE,59.67,12.59,66
5498,ARVIKA_A,SE,59.67,12.64,66
5503,NORRTALJE,SE,59.77,18.65,15
5504,SODERARM,SE,59.75,19.41,15
5506,ULTUNA,SE,59.81,17.666389,15
5507,SVANBERGA_A,SE,59.83,18.63,15
5510,NORRTALJE-VASBY,SE,59.85,18.73,15
5511,UPPSALA_AUT,SE,59.86,17.63,13
5514,KLOTEN,SE,59.87,15.25,285
5515,KLOTEN_A,SE,59.87,15.26,289
5517,UPPSALA_FLYGPLATS,SE,59.9,17.59,21
5518,SALA,SE,59.9,16.66,60
5519,SALA_A,SE,59.91,16.69,57
5520,STALLDALEN,SE,59.95,14.95,205
5522,STANGFALLET,SE,59.95,14.88,205
5524,BROVALLEN,SE,60.1,16.309722,100
5527,SONNBO,SE,60.12,16.28,89
5529,AVESTA,SE,60.14,16.17,100
5530,GUSTAVSFORS,SE,60.15,13.8,190
5531,GUSTAVSFORS_A,SE,60.15,13.8,187
5536,DANNEMORA,SE,60.2,17.916389,33
5537,FILMS_KYRKBY,SE,60.24,17.91,39
5555,ORSKAR_A,SE,60.53,18.38,8
5563,GAVLE,SE,60.65,17.17,16
5564,MALUNG_A,SE,60.68,13.71,306
5566,GAVLE_A,SE,60.72,17.16,16
5567,LEKSAND,SE,60.73,15.02,175
5568,EGGEGRUND,SE,60.73,17.57,5
5569,UTVALNAS,SE,60.75,17.35,5
5573,HOLJES,SE,60.91,12.58,230
5575,MORA_A,SE,60.96,14.51,196
5576,AMOTSBRUK,SE,60.96,16.46,145
5587,ALVDALEN_A,SE,61.25,14.04,252
5588,ALVDALEN_11,SE,61.26,14.04,250
5591,EDSBYN_A,SE,61.36,15.72,184
5592,EDSBYN,SE,61.38,15.84,177
5600,HOLICK,SE,61.62,17.44,8
5601,HAMRA,SE,61.66,14.99,454
5602,HAMRA_A,SE,61.66,14.99,454
5603,SARNA,SE,61.71,13.13,425
5604,SARNA_A,SE,61.69,13.19,425
5605,KUGGOREN,SE,61.7,17.52,8
5607,HUDIKSVALL,SE,61.73,17.1,10
5608,DELSBO,SE,61.79,16.55,70
5609,DELSBO_A,SE,61.83,16.54,70
5612,BJURAKER,SE,61.85,16.579722,70
5613,FLOTNINGEN,SE,61.85,12.27,670
5623,YTTERHOGDAL,SE,62.18,14.95,260
5624,BRAMON,SE,62.22,17.739722,17
5625,LORUDDEN,SE,62.23,17.66,17
5629,HEDE,SE,62.42,13.52,430
5630,HEDEVIKEN,SE,62.41,13.67,410
5632,TORPSHAMMAR_A,SE,62.49,16.28,99
5633,KLOVSJOHOJDEN_A,SE,62.5,14.16,802
5634,FRANSTA,SE,62.5,16.18,110
5635,FRANSTA_11,SE,62.52,16.21,99
5637,KLOVSJO,SE,62.53,14.2,802
5638,LJUSNEDAL,SE,62.55,12.6,585
5640,HARNO,SE,62.62,18.059722,10
5641,LUNGO,SE,62.64,18.09,17
5644,HUNGE,SE,62.75,15.1,342
5645,HUNGE_A,SE,62.75,15.09,343
5659,HOGLEKARDALEN,SE,63.08,13.75,592
5661,BOLESTRAND,SE,63.13,16.149722,183
5662,KRANGEDE_A,SE,63.16,16.17,183
5667,SKAGSUDDE,SE,63.19,19.02,11
5668,FROSON_D,SE,63.19,14.49,375
5669,ROSTA,SE,63.24,14.55,360
5671,STORLIEN-STORVALLEN,SE,63.28,12.12,583
5672,STORLIEN,SE,63.32,12.1,583
5674,MORSIL,SE,63.32,13.65,400
5682,ORNSKOLDSVIKS FLYGPLATS,SE,63.41,19.0,108
5690,HEMLING_A,SE,63.65,18.55,182
5691,HEMLING,SE,63.66,18.53,190
5698,UMEA_FLYGPLATS,SE,63.79,20.29,14
5699,ROBACKSDALEN,SE,63.81,20.24,10
5700,UMEA,SE,63.83,20.28,14
5708,ALMDALEN,SE,64.0,14.67,615
5710,FREDRIKA_A,SE,64.08,18.37,327
5711,FREDRIKA,SE,64.08,18.42,327
5712,HOTING_A,SE,64.09,16.239722,241
5713,HOTING,SE,64.12,16.21,240
5714,VINDELN-SUNNANSJONAS,SE,64.2,19.72,237
5715,ASELE,SE,64.16,17.37,310
5716,ASELE_A,SE,64.17,17.32,307
5719,HALLNAS-LUND,SE,64.27,19.63,237
5727,BJUROKLUBB,SE,64.48,21.58,36
5729,LYCKSELE_A,SE,64.55,18.72,210
5733,SKELLEFTEA_FLYGPLATS,SE,64.62,21.07,48
5737,JORMLIEN,SE,64.73,13.96,360
5743,NORSJO,SE,64.91,19.48,296
5745,NORSJO_A,SE,64.93,19.38,309
5746,STORLIDEN,SE,64.95,19.48,296
5759,MALA,SE,65.19,18.75,320
5760,PITSUND,SE,65.23,21.52,4
5762,HARAHOLMEN,SE,65.239722,21.63,4
5764,PITEA,SE,65.319722,21.49,9
5765,GLOMMERSTRASK,SE,65.28,19.67,395
5767,RODKALLEN_A,SE,65.31,22.37,1
5777,LULEA-BERGNASET,SE,65.58,22.11,12
5779,LULEA,SE,65.62,22.13,5
5784,STORON_A,SE,65.7,23.1,4
5787,STOROHAMN,SE,65.73,23.09,4
5794,HAPARANDA_A,SE,65.819722,24.12,16
5797,VIDSEL_MO,SE,65.879722,20.15,182
5798,VIDSEL,SE,65.879722,20.13,180
5807,OVERKALIX-SVARTBYN_A,SE,66.26,22.85,61
5808,OVERKALIX-SVARTBYN,SE,66.34,22.8,61
5813,OVERTORNEA,SE,66.379722,23.65,70
5848,STORA_SJOFALLET_A,SE,67.5,18.29,425
5849,SATIS,SE,67.5,18.39,425
5854,LAINIO,SE,67.76,22.35,315
5855,KIRUNA_FLYGPLATS,SE,67.83,20.34,459
5856,NIKKALUOKTA,SE,67.849722,19.02,470
5858,NIKKALUOKTA_A,SE,67.849722,19.03,466
5861,MUODOSLOMPOLO,SE,67.94,23.44,240
5867,ABISKO_AUT,SE,68.36,18.82,388
5868,ABISKO,SE,68.36,18.82,388
5869,KATTERJAKK_A,SE,68.42,18.17,516
5870,RIKSGRANSEN,SE,68.43,18.13,508
5871,VASSIJAURE,SE,68.43,18.28,537
5873,KARESUANDO_A,SE,68.44,22.45,330
5874,NAIMAKKA_A,SE,68.68,21.53,402
5875,NAIMAKKA,SE,68.68,21.53,403
5895,ALNARP FRUKTAVDELNING,SE,55.66,13.09,10
5949,ANGELHOLM,SE,56.25,12.85,10
5986,KALMAR_D,SE,56.69,16.35,2
6085,STENSTUGU FORSOKSGARD,SE,57.6,18.45,45
6165,GRASTORP,SE,58.34,12.68,55
6279,SVARTSJO,SE,59.36,17.719722,10
6793,OJEBYN,SE,65.36,21.39,5
6937,WAGENINGEN - HAARWEG,NL,51.966667,5.633056,7
6938,JOMALA MAARIANHAMINAN LENTOASEMA,FI,60.124444,19.906667,5
6939,PARAINEN UTO,FI,59.784167,21.370833,9
6940,LEMLAND NYHAMN,FI,59.959167,19.9575,8
6948,JOMALA JOMALABY,FI,60.178056,19.989444,11
6956,JOMALA SODERSUNDA,FI,60.154167,19.875278,9
6962,HANKO RUSSARO,FI,59.773333,22.951667,5
6963,HANKO KPKI,FI,59.816667,22.966667,4
6964,KAARINA YLTOINEN,FI,60.386667,22.554444,6
6965,PIIKKIO TUORLA,FI,60.416667,22.433056,26
6972,PIIKKIO YLTOINEN VERTAILUAS,FI,60.383056,22.55,28
6974,KEMIONSAARI LOVBOLE,FI,60.153056,22.560833,7
6976,HANKO TULLINIEMI,FI,59.808333,22.915556,11
6978,TURKU KUPITTAA,FI,60.45,22.283056,57
6982,HANKO TVARMINNE,FI,59.843889,23.251667,3
6992,VANTAA HELSINKI-VANTAAN LENTOASEMA,FI,60.326944,24.960278,51
6993,INKOO BAGASKAR,FI,59.930833,24.016944,10
6994,HELSINKI KATAJALUOTO,FI,60.1,24.916667,5
6995,ESPOO OTANIEMI,FI,60.183056,24.833056,2
6996,HELSINKI ILMALA,FI,60.2,24.916667,47
6997,HELSINGIN MLK TAMMISTO,FI,60.266667,24.966667,14
6998,VIHTI MAASOJA,FI,60.418333,24.401667,42
7012,HELSINKI HARMAJA,FI,60.104444,24.978333,3
7015,HELSINKI KAISANIEMI AWS,FI,60.166667,24.95,4
7020,HELSINKI KUMPULA,FI,60.202778,24.964167,24
7021,ESPOO SEPANKYLA,FI,60.2075,24.744167,31
7022,HELSINKI RAUTATIENTORI,FI,60.171389,24.947778,3
7023,HELSINKI-MALMIN LENTOASEMA,FI,60.253056,25.048056,15
7024,VALLISAARI,FI,60.133056,25.0,10
7025,HELSINKI VIIKIN KOETILA,FI,60.216667,25.033056,8
7026,VANTAA TIKKURILA,FI,60.283056,25.066667,20
7027,TUUSULA RUOTSINKYLA,FI,60.366667,24.983056,49
7028,TUUSULA HYRYLA,FI,60.416667,25.033056,45
7033,HELSINKI MARJANIEMI,FI,60.2,25.083056,22
7036,HELSINKI ISOSAARI,FI,60.104167,25.070833,4
7038,HELSINKI HERTTONIEMI,FI,60.2,25.049444,5
7039,PORVOO LEHTIMAKI,FI,60.368056,25.626667,10
7040,PORVOO HARABACKA,FI,60.391389,25.611389,22
7042,KOTKA RANKKI,FI,60.375278,26.961667,9
7046,RUOTSINPYHTAA REIMARS,FI,60.366667,26.4,4
7051,LOVIISA ORRENGRUND,FI,60.274444,26.447778,3
7052,KOTKA POOKINMAKI,FI,60.454167,26.952778,23
7055,KOTKA KIRKONMAA,FI,60.385,27.051667,17
7056,RAUMA KUUSKAJASKARI,FI,61.139167,21.368056,17
7057,RAUMA KPKI,FI,61.116667,21.466667,5
7067,EURAJOKI VERKKOKARI,FI,61.233056,21.633056,4
7071,RAUMA KYLMAPIHLAJA,FI,61.144444,21.305833,4
7073,PORI RAUTATIEASEMA,FI,61.478889,21.786389,9
7096,KOKEMAKI TULKKILA,FI,61.252778,22.349444,38
7097,TAMPERE HARMALA-1,FI,61.466667,23.75,85
7110,PIRKKALA TAMPERE-PIRKKALAN LENTOASEMA,FI,61.420556,23.623056,119
7114,JOKIOINEN JOKIOISTEN OBSERVATORIO AWS,FI,60.813889,23.500556,104
7115,TAMPERE HATANPAA,FI,61.486667,23.773333,83
7116,TAMPERE HARMALA,FI,61.465556,23.75,85
7119,HYVINKAA HYVINKAANKYLA,FI,60.595556,24.806389,86
7120,HATTULA LETEENSUO,FI,61.066667,24.233056,88
7139,HATTULA LEPAA,FI,61.114444,24.329167,87
7140,LAHTI LAUNE,FI,60.961667,25.634167,78
7142,HAMEENLINNA LAMMI PAPPILA,FI,61.053889,25.041944,125
7144,ASIKKALA PULKKILANHARJU-1,FI,61.300556,25.545556,85
7151,KOSKI HL HYRKKALA,FI,61.083056,25.233056,108
7167,HOLLOLA ALA-OKEROINEN,FI,60.916667,25.583056,87
7171,ASIKKALA PULKKILANHARJU,FI,61.265,25.523056,80
7172,ASIKKALA MAATAL.OPPILAITOS,FI,61.216667,25.5,92
7176,KOUVOLA UTTI LENTOKENTTA,FI,60.890278,26.944167,99
7179,KOUVOLA ANJALA,FI,60.696389,26.813333,33
7181,HEINOLA ASEMANTAUS,FI,61.199444,26.052778,92
7198,KOUVOLA UTTI LENTOPORTINTIE,FI,60.890278,26.944167,99
7210,VIROLAHTI KOIVUNIEMI,FI,60.526944,27.675556,5
7214,LAPPEENRANTA LENTOASEMA,FI,61.043889,28.154167,106
7223,LAPPEENRANTA LEPOLA,FI,61.056944,28.211667,103
7231,KASKINEN SALGRUND,FI,62.333889,21.193889,5
7237,KRISTIINANKAUPUNKI KARHUSAARI,FI,62.2575,21.320833,1
7242,KRISTIINANKAUPUNKI MAJAKKA,FI,62.203056,21.173056,0
7245,KARVIA ALKKIA,FI,62.183056,22.803056,160
7263,KANKAANPAA NIINISALO LENTOKENTTA,FI,61.838056,22.466944,122
7281,TAMPERE SIILINKARI,FI,61.5175,23.756944,96
7283,JAMSA HALLI LENTOKENTTA,FI,61.856389,24.789167,145
7285,JUUPAJOKI HYYTIALA,FI,61.845556,24.290556,153
7304,JAMSA HALLI LENTOASEMANTIE,FI,61.859167,24.818056,144
7325,JYVASKYLAN MLK TIKKAKOSKI,FI,62.4,25.6,148
7330,JOUTSA LEIVONMAKI SAVENAHO,FI,61.879167,26.098889,146
7356,MIKKELI LENTOASEMA,FI,61.686944,27.21,101
7376,VARKAUS KOSULANNIEMI,FI,62.321667,27.910833,83
7385,SAVONLINNA LENTOASEMA,FI,61.945833,28.934444,95
7391,PUNKAHARJU LAUKANSAARI,FI,61.801667,29.318056,78
7406,VAASA VAASAN LENTOASEMA,FI,63.041667,21.767778,6
7408,MUSTASAARI VALASSAARET,FI,63.435278,21.068056,4
7409,VAASA HIETALAHTI,FI,63.083056,21.65,9
7421,KORSNAS MOIKIPAA,FI,62.883056,21.1,4
7423,KORSNAS BREDSKARET,FI,62.934444,21.188333,2
7424,VAASA PALOSAARI,FI,63.1,21.6,4
7426,VAASA KESKUSTA KOULUKATU,FI,63.096667,21.609167,15
7427,VAASA KLEMETTILA,FI,63.098333,21.643056,7
7428,SEINAJOKI PELMAA,FI,62.936667,22.490833,26
7445,KAUHAVA LENTOKENTTA,FI,63.120278,23.046944,42
7459,KAUHAVA KK UUNIMAANTIE,FI,63.12,23.046944,40
7473,VIITASAARI HAAPANIEMI,FI,63.081667,25.861667,132
7489,VESANTO SONKARI,FI,62.921389,26.428056,120
7502,SIILINJARVI KUOPION LENTOASEMA,FI,63.008056,27.8025,99
7514,KUOPIO AUTOSYNOP,FI,63.025,27.808056,94
7532,RAUTAVAARA YLA-LUOSTA,FI,63.377778,28.665,166
7535,LIPERI JOENSUUN LENTOASEMA,FI,62.659444,29.614444,121
7536,JUUKA NIEMELA,FI,63.231667,29.237778,116
7552,LIPERI LENTOASEMA VERTAILUMITTAUS,FI,62.659167,29.614167,117
7554,ILOMANTSI KK,FI,62.666667,30.933056,162
7555,PIELISJARVI,FI,63.3,30.016667,106
7556,LIEKSA LAMPELA,FI,63.320556,30.049167,98
7570,ILOMANTSI MEKRIJARVI,FI,62.769167,30.977778,155
7571,PIETARSAARI MASSKAR VASTERSUND,FI,63.733056,22.583056,11
7578,PIETARSAARI KALLAN,FI,63.750833,22.526667,2
7580,KRUUNUPYY LENTOASEMA,FI,63.716944,23.1425,26
7607,HAAPAVESI MUSTIKKAMAKI,FI,64.141667,25.428056,112
7619,HAAPAVESI PIIPSANNEVA,FI,64.140556,25.605,99
7644,KAJAANI LENTOASEMA,FI,64.283056,27.666667,132
7646,KAJAANI PETAISENNISKA,FI,64.216667,27.755,160
7647,VALTIMO KK,FI,63.666667,28.8325,115
7672,HAILUOTO OJAKYLA,FI,65.019167,24.731389,8
7679,HAILUOTO MARJANIEMI,FI,65.039444,24.565278,8
7681,OULUNSALO OULUN LENTOASEMA,FI,64.928333,25.350556,14
7682,SIIKAJOKI REVONLAHTI,FI,64.683333,25.0925,48
7683,OULU LINNANMAA,FI,65.033056,25.483056,13
7688,OULU VIHREASAARI,FI,65.005556,25.396667,3
7689,OULUNSALO PELLONPAA,FI,64.9375,25.375556,10
7694,PUDASJARVI LENTOKENTTA,FI,65.399167,26.966667,121
7696,PUDASJARVI KURENALUS,FI,65.366667,27.016667,116
7723,YLITORNIO PORTIMOJARVI,FI,66.366667,23.916667,79
7724,KEMINMAA KEMI-TORNION LENTOASEMA,FI,65.783056,24.583056,19
7731,TORNIO LIAKKA,FI,65.888056,24.274444,8
7733,KEMINMAA,FI,65.8,24.616667,13
7735,TORNIO TORPPI,FI,65.846667,24.1775,8
7743,RANUA KK,FI,65.9325,26.516389,154
7753,RANUA LENTOKENTTA,FI,65.976389,26.371389,161
7764,TAIVALKOSKI KK KAUPPATIE,FI,65.573889,28.248056,203
7765,KUUSAMO KIUTAKONGAS,FI,66.368056,29.319167,160
7778,KUUSAMO LENTOASEMA,FI,65.983056,29.233056,264
7784,YLITORNIO MELTOSJARVI,FI,66.528889,24.653056,92
7800,ROVANIEMI AUTOSYNOP,FI,66.575,25.841667,195
7801,ROVANIEMI APUKKA,FI,66.578889,26.015,106
7809,SODANKYLA AWS,FI,67.367778,26.632778,179
7817,SALLA KK,FI,66.820833,28.6775,221
7818,SAVUKOSKI KK,FI,67.285278,28.18,180
7825,SALLA KK MYLLYTIE,FI,66.833056,28.678056,215
7850,KITTILA POKKA,FI,68.169167,25.786667,275
7856,SODANKYLA LOKKA,FI,67.820556,27.750278,240
7857,SODANKYLA VUOTSO,FI,68.083889,27.189444,247
7858,INARI LAANILA,FI,68.4,27.383056,285
7860,INARI KIILOPAA,FI,68.366389,27.45,326
7861,INARI SAARISELKA MATKAILUKESKUS,FI,68.414167,27.4175,302
7868,SALLA VARRIOTUNTURI,FI,67.7475,29.615,370
7870,ENONTEKIO KILPISJARVI,FI,69.05,20.8,483
7872,ENONTEKIO KILPISJARVI KYLAKESKUS,FI,69.048333,20.795556,480
7875,ENONTEKIO NAKKALA,FI,68.6025,23.580278,370
7876,ENONTEKIO PALOJARVI,FI,68.570833,23.339167,356
7886,INARI TOIVONIEMI,FI,69.066944,27.122778,152
7887,UTSJOKI KEVO-1,FI,69.755556,27.011944,107
7888,UTSJOKI NUORGAM,FI,70.081389,27.900556,22
7895,IVALO LENTOASEMA,FI,68.608056,27.433056,144
7898,INARI KAAMANEN,FI,69.140278,27.27,156
7901,INARI NELLIM-1,FI,68.848333,28.303056,120
7904,INARI NELLIM,FI,68.848889,28.303889,123
7979,AASIAAT,GL,68.708056,52.851667,43
7980,MITT. AASIAAT,GL,68.716667,52.783056,23
7993,NUUK,GL,64.183056,51.730556,79
7998,MITT. NUUK,GL,64.2,51.683056,86
8032,IKERASASSUAQ,GL,60.055278,43.165278,139
8039,VIZE,RU,79.5,76.983056,10
8056,VAJDA GUBA,RU,69.933056,31.983056,8
8059,YANISKOSKI,RU,68.966667,28.783056,99
8061,KANEVKA,RU,67.133056,39.666667,149
8063,AMDERMA,RU,69.75,61.7,53
8072,NY'DA,RU,66.633056,72.933056,5
8162,TOROPEÑ,RU,56.483056,31.633056,187
8163,STARIÑA,RU,56.5,34.933056,184
8169,MAKSATIXA,RU,57.8,35.883056,140
8206,SREDNIJ VASYUGAN,RU,59.216667,78.233056,68
