STAID,STANAME,CN,LAT,LON,HGHT
2751,CUOVDDATMOHKKI,NO,69.366667,24.433056,286
2752,KAUTOKEINO,NO,68.996667,23.033333,307
2753,KAUTOKEINO II,NO,69.016667,23.033889,330
2754,MAKKAUR FYR,NO,70.700556,30.068056,9
2759,BERLIN-TEMPELHOF,DE,52.468333,13.403889,48
2760,TRIER-PETRISBERG,DE,49.749167,6.659167,265
2762,RHEINSTETTEN,DE,48.973333,8.330833,116
2763,STUTTGART/ECHTERDINGEN,DE,48.689167,9.225278,371
2923,NOVI SAD,RS,45.333056,19.85,84
2942,DANMARKSHAVN,GL,76.769167,18.668056,11
2943,AKUREYRI,IS,65.685556,18.1,23
2945,VIGNA DI VALLE,IT,42.082778,12.216667,266
2969,BARCELONA/AEROPUERTO,ES,41.292778,2.069722,4
2970,LANZAROTE/AEROPUERTO,ES,28.951667,13.600278,14
3062,MARRESALYA,RU,69.716667,66.8,24
3064,NOVY'J PORT,RU,67.683056,72.883056,11
3071,BEREZOVO,RU,63.933056,65.05,27
3089,TOBOL'SK,RU,58.15,68.25,45
3192,ROTTERDAM-GEULHAVEN,NL,51.891667,4.3125,3
3202,ALEKSANDROVSKOE,RU,60.433056,77.866667,47
3231,BARABINSK,RU,55.333056,78.366667,119
3277,CHERNIVTSI_AMSG,UA,48.266389,25.9725,242
3312,LESCE,SI,46.360833,14.161667,503
3323,POSTOJNA,SI,45.765833,14.193056,533
3325,VELIKI DOLENCI,SI,46.836389,16.287778,308
3328,NOVO MESTO,SI,45.801667,15.176944,220
3329,SMARTNO PRI SLOVENJ GRADCU,SI,46.489444,15.110833,444
3330,LETALISCE JOZETA PUCNIKA LJUBLJANA,SI,46.211389,14.478056,362
3331,LETALISCE EDVARDA RUSJANA MARIBOR,SI,46.479444,15.681667,264
3335,MURSKA SOBOTA-RAKICAN,SI,46.651944,16.191389,187
3336,RATECE-PLANICA,SI,46.5,13.7,864
3506,STUTTGART-SCHNARRENBERG,DE,48.829167,9.200833,314
3507,BRAEMAR-1,GB,57.010833,3.395833,327
3509,MALMO A,SE,55.571389,13.073056,20
3513,MALILLA A,SE,57.384444,15.803333,95
3514,NORDKOSTER A,SE,58.8925,11.005833,33
3515,HARSTENA A,SE,58.250556,17.010556,14
3516,GOTSKA SANDON A,SE,58.394167,19.1975,16
3518,TULLINGE A,SE,59.178889,17.9125,45
3519,STOCKHOLM-BROMMA,SE,59.353333,17.951389,14
3521,AMOT A,SE,60.961667,16.430833,162
3522,FILMS KYRKBY A,SE,60.236389,17.907778,33
3523,KUGGOREN A,SE,61.703056,17.524722,8
3526,SUNDSVALLS FLYGPLATS,SE,62.524444,17.440833,4
3528,FROSON,SE,63.1975,14.486389,376
3529,JUNSELE A,SE,63.685,16.953056,214
3530,JUNSELE,SE,63.684167,16.950556,215
3531,SKAGSUDDE A,SE,63.188333,19.020278,11
3535,BJUROKLUBB A,SE,64.480833,21.579167,40
3536,HEMAVAN,SE,65.796667,15.104167,475
3537,HEMAVAN FLYGPLATS,SE,65.807778,15.085278,458
3539,PAJALA A,SE,67.205,23.395278,171
3540,KATTERJAKK,SE,68.421667,18.169444,515
3542,KOSICE,SK,48.666667,21.216667,230
3548,GURTEEN,IE,53.03,8.01,76
3839,MADRID/TORREJON,ES,40.483056,3.450278,611
3903,A CORUNA/ALVEDRO,ES,43.306667,8.371944,98
3904,VITORIA AERODROMO,ES,42.850556,2.654444,521
3905,VITORIA/FORONDA,ES,42.871667,2.733056,513
3907,ALMERIA,ES,36.833056,2.454444,7
3908,ALMERIA/AEROPUERTO,ES,36.846389,2.356667,21
3909,ASTURIAS/AVILES,ES,43.566667,6.044167,127
3910,GIJON,ES,43.538056,5.641667,3
3911,GIJON LA MERCED,ES,43.538056,5.641667,22
3912,GIJON MUSEL,ES,43.560556,5.698333,5
3914,AVILA,ES,40.659167,4.68,1130
3915,AVILA-AYUNTAMIENTO,ES,40.655556,4.699167,1143
3916,IBIZA/ESCODOLA,ES,38.876389,1.384167,6
3917,MENORCA/MAO,ES,39.854444,4.215556,91
3918,PALMA DE MALLORCA CMT,ES,39.555556,2.626389,3
3919,PALMA DE MALLORCA / SON SAN JUAN,ES,39.560556,2.736667,8
3921,CACERES CIUDAD,ES,39.483056,6.366667,459
3924,CASTELLON,ES,39.95,0.071389,35
3925,CASTELLON DE LA PLANA,ES,39.989167,0.040556,25
3928,CIUDAD REAL (INSTITUTO),ES,38.989167,3.928333,627
3929,CUENCA,ES,40.066667,2.138056,945
3931,GIRONA/COSTA BRAVA,ES,41.911667,2.763056,143
3932,GRANADA/AEROPUERTO,ES,37.189444,3.789167,567
3935,MOLINA DE ARAGON,ES,40.844167,1.885278,1056
3937,HUELVA,ES,37.259444,6.949167,17
3940,FUERTEVENTURA/AEROPUERTO,ES,28.444444,13.863056,25
3942,LLEIDA,ES,41.625556,0.595,192
3943,LLEIDA (OBSERVATORIO),ES,41.618333,0.621667,191
3946,MADRID/BARAJAS,ES,40.466667,3.555556,609
3947,MADRID/CUATROVIENTOS,ES,40.377778,3.789167,687
3948,MADRID/GETAFE,ES,40.3,3.7225,617
3949,MURCIA/ALCANTARILLA,ES,37.957778,1.229444,85
3950,PAMPLONA (OBSERVATORIO),ES,42.8175,1.636389,442
3951,OURENSE,ES,42.327778,7.860278,143
3952,OURENSE (INSTITUTO),ES,42.333056,7.863056,148
3956,SALAMANCA OBS.,ES,40.956389,5.661389,775
3957,HIERRO/AEROPUERTO,ES,27.818889,17.888889,32
3958,LA PALMA/AEROPUERTO,ES,28.633056,17.755,33
3959,STA. CRUZ DE TENERIFE,ES,28.463056,16.255278,35
3961,SEGOVIA,ES,40.947778,4.126944,1005
3962,SEGOVIA (MARIANO QUINTANILLA),ES,40.947778,4.115278,990
3963,MORON DE LA FRONTERA,ES,37.158056,5.615556,87
3969,VALENCIA/AEROPUERTO,ES,39.486667,0.473056,69
3970,VALLADOLID (VILLANUBLA),ES,41.7,4.85,846
3971,DAROCA,ES,41.114444,1.410556,779
3987,FELDBERG/SCHWARZWALD,DE,47.875556,8.004444,1490
3988,FREUDENSTADT,DE,48.454444,8.41,797
3990,GERA-LEUMNITZ,DE,50.881944,12.13,311
3991,GIESSEN/WETTENBERG,DE,50.600833,8.650556,203
3992,ANGERMUNDE,DE,53.033056,13.993056,54
3994,ARKONA,DE,54.681667,13.436667,42
3995,KIEL-HOLTENAU,DE,54.375556,10.143889,27
3996,KOLN-BONN,DE,50.865833,7.158333,92
3997,LAHR,DE,48.365556,7.828889,155
3999,BAD LIPPSPRINGE,DE,51.786667,8.839444,157
4000,MARNITZ,DE,53.324167,11.933333,81
4001,NORDERNEY,DE,53.713889,7.1525,11
4002,OBERSTDORF,DE,47.398889,10.276667,806
4003,OHRINGEN,DE,49.208056,9.518333,276
4004,REGENSBURG,DE,49.043333,12.103056,365
4005,BERLIN-TEGEL,DE,52.565556,13.310556,36
4006,STOTTEN,DE,48.666667,9.865556,734
4007,WASSERKUPPE,DE,50.497778,9.943889,921
4008,WEIDEN,DE,49.666944,12.185556,440
4012,MANNHEIM,DE,49.51,8.555,96
4013,OFFENBACH-WETTERPARK,DE,50.089167,8.786389,119
4014,COTTBUS,DE,51.7775,14.318333,69
4015,CUXHAVEN,DE,53.873056,8.706667,5
4018,DOBERLUG-KIRCHHAIN,DE,51.646667,13.576667,97
4020,DONAUESCHINGEN,DE,47.943056,8.505556,677
4022,DRESDEN-HOSTERWITZ,DE,51.023333,13.849444,114
4023,DRESDEN-STREHLEN,DE,51.025278,13.775556,119
4026,BAD DURKHEIM,DE,49.472778,8.193889,107
4027,BAD DURKHEIM (SALINE),DE,49.469444,8.180556,115
4029,DUSSELDORF-SUDFRIEDHOF,DE,51.200833,6.758056,37
4030,DUISBURG-FRIEMERSHEIM,DE,51.395278,6.703056,31
4031,DUISBURG-LAAR,DE,51.464444,6.732778,21
4035,EBERSBERG-HALBING,DE,48.100833,11.988333,592
4037,EBRACH,DE,49.853056,10.500278,346
4041,EICHSTATT-LANDERSHOFEN,DE,48.878889,11.235833,384
4042,EIMELDINGEN,DE,47.629444,7.596667,264
4047,ELLWANGEN-RINDELBACH,DE,48.990278,10.131667,460
4048,ELPERSBUTTEL,DE,54.070833,9.011389,3
4051,BAD-SOHL ELSTER,DE,50.271667,12.275278,560
4053,EMDEN-NESSERLAND,DE,53.346389,7.191667,5
4054,EMDEN-WOLTHUSEN,DE,53.371944,7.224167,0
4055,EMMENDINGEN-MUNDINGEN,DE,48.138333,7.835556,201
4060,EPPINGEN,DE,49.131667,8.9175,210
4061,EPPINGEN-ELSENZ,DE,49.1675,8.853056,220
4063,ERFDE,DE,54.300833,9.316944,18
4064,ERING,DE,48.301667,13.141389,340
4066,MOHRENDORF-KLEINSEEBACH,DE,49.650556,11.008333,268
4067,ERLANGEN-BRUCK,DE,49.570278,10.994167,280
4069,ESCHENBACH/OBERPFALZ,DE,49.753056,11.823333,470
4070,ESCHWEGE,DE,51.184444,10.065,170
4073,ESLOHE,DE,51.255278,8.156944,351
4074,ESSEN-BREDENEY,DE,51.405556,6.968333,150
4076,WEILERSWIST-LOMMERSUM,DE,50.713056,6.791667,146
4079,KR.ROTTAL-INN FALKENBERG,DE,48.484167,12.725556,472
4081,FEHMARNBELT,DE,54.6,11.15,0
4083,FICHTELBERG/OBERFRANKEN-HUTTSTADL,DE,49.981667,11.839167,657
4084,DUISBURG-BAERL,DE,51.51,6.701944,25
4086,HAMELN-HASTENBECK,DE,52.083056,9.408056,77
4103,BIRX/RHON,DE,50.531667,10.049167,745
4105,FRANKFURT/MAIN (STADT),DE,50.148333,8.675556,125
4106,FRANKFURT/MAIN-WESTEND,DE,50.128056,8.670278,124
4107,FRANKFURT/MAIN (FELDBERGSTR.),DE,50.1225,8.660833,109
4108,FRANKFURT/ODER,DE,52.365278,14.537778,48
4110,ALTOMUNSTER-MAISBRUNN,DE,48.406667,11.313056,510
4114,FREIBURG,DE,48.024167,7.835278,236
4115,FREIBURG IM BREISGAU-HERDERN,DE,48.013889,7.859444,255
4116,FREIBURG/ELBE,DE,53.829167,9.249444,2
4121,FRIESOYTHE-EDEWECHTERDAM,DE,53.089444,7.9425,8
4123,ALZEY,DE,49.728056,8.116667,215
4126,AMBERG-UNTERAMMERSRICHT,DE,49.47,11.855833,383
4127,FURTH/BAYERN (A),DE,49.481944,10.965278,313
4128,FULDA,DE,50.534444,9.675833,255
4129,GARDELEGEN,DE,52.514167,11.397778,47
4131,GARMISCH-PARTENKIRCHEN,DE,47.483889,11.063333,719
4134,GEISENHEIM,DE,49.985,7.954444,110
4135,GEISINGEN,DE,47.925,8.648056,672
4138,GELDERN-WALBECK,DE,51.495556,6.246667,37
4140,OHLSBACH,DE,48.433889,7.993333,176
4141,GENTHIN,DE,52.389167,12.163333,35
4146,GILSERBERG-MOISCHEID,DE,50.966389,9.050278,340
4148,GLUCKSTADT,DE,53.798333,9.430556,1
4151,GOTTINGEN,DE,51.501667,9.952778,167
4152,GOLDBERG,DE,53.606944,12.104167,58
4156,GRAINET-REHBERG,DE,48.790278,13.630556,628
4157,GRAMBEK,DE,53.574444,10.680556,27
4159,ANNWEILER-BINDERSBACH,DE,49.189444,7.9775,250
4164,GROSS LUSEWITZ,DE,54.073056,12.325556,34
4171,GRUNOW,DE,53.316667,13.935833,56
4173,KR. OSTALB GSCHWEND,DE,48.936389,9.7375,492
4175,ARNSTEIN-MUDESHEIM,DE,49.970556,9.9125,220
4178,OLSDORF,DE,49.9325,6.375556,305
4180,HAMBURG-BOTANISCHER GARTEN,DE,53.561389,9.988333,14
4182,HAMBURG-NEUWIEDENTHAL,DE,53.479167,9.898333,3
4184,HAMBURG-SANKT PAULI,DE,53.548056,9.970278,35
4185,ARTERN,DE,51.375556,11.293056,164
4186,HAMBURG-WANDSBEK,DE,53.586667,10.130556,18
4187,HAMELN,DE,52.085,9.389167,68
4189,HANAU,DE,50.121667,8.925278,106
4191,HARBURG,DE,48.792778,10.7075,502
4194,HARZGERODE,DE,51.653056,11.1375,404
4195,HASELDORF,DE,53.635556,9.605,3
4198,HECHINGEN,DE,48.375833,8.980833,522
4203,HEIDELBERG-GRENZHOF,DE,49.420278,8.605833,110
4207,HEINSBERG-SCHLEIDEN,DE,51.0425,6.104444,57
4209,HELMSTEDT,DE,52.217778,11.023056,140
4210,KR. DITHMARSCHEN HELSE,DE,53.971667,9.010556,2
4214,HERRENHOF,DE,50.845556,10.691667,360
4217,BAD HERSFELD,DE,50.853056,9.738333,272
4220,ATTENKAM,DE,47.878056,11.365556,672
4222,HIDDENSEE-VITTE,DE,54.576667,13.105556,1
4224,HILGENROTH,DE,50.738056,7.653333,295
4229,AUE,DE,50.591667,12.715556,387
4235,HOHLSTEDT-KOTSCHAU,DE,50.964167,11.485833,317
4237,HOHWACHT,DE,54.320556,10.674167,10
4242,KR. HOLZMINDEN BEVERN,DE,51.855278,9.4975,110
4245,HOMBURG/SAAR,DE,49.329167,7.356667,235
4249,HOYERSWERDA (PH),DE,51.439167,14.244167,118
4266,JORK,DE,53.533056,9.676389,1
4268,JUTERBOG,DE,52.001667,13.103889,75
4269,KAHL/MAIN,DE,50.065556,8.994167,107
4270,KAISERSBACH-CRONHUTTE,DE,48.918056,9.688056,489
4271,KAISHEIM-NEUHOF,DE,48.770833,10.788889,516
4273,KALL-SISTIG,DE,50.502778,6.526667,505
4281,KIEL-KRONSHAGEN,DE,54.339167,10.094167,17
4283,KIRCHDORF/POEL,DE,54.000833,11.435833,12
4284,BADEN-BADEN-GEROLDSAU,DE,48.727778,8.246667,240
4285,BAD KISSINGEN,DE,50.225556,10.080278,282
4286,MULLHEIM,DE,47.806944,7.639167,273
4288,KLEINER FELDBERG/TAUNUS,DE,50.2225,8.448056,826
4289,KLEIN RONNAU,DE,53.960278,10.330556,40
4290,KLEINER INSELSBERG,DE,50.846944,10.481389,732
4291,KLEINMACHNOW,DE,52.405,13.233333,42
4293,KLEVE,DE,51.7625,6.095556,46
4294,KLIPPENECK,DE,48.106389,8.755556,973
4295,KLITZSCHEN BEI TORGAU,DE,51.520278,12.907778,85
4298,KOLN-BOTANISCHER GARTEN,DE,50.962778,6.971667,45
4299,BAD KONIGSHOFEN,DE,50.285278,10.446667,288
4303,KOSCHING,DE,48.830833,11.488333,417
4310,KRONACH,DE,50.253333,11.321944,312
4312,KUKELS,DE,53.903056,10.236944,35
4320,MERKLINGEN,DE,48.513056,9.765556,685
4328,LANGENLIPSDORF,DE,51.918333,13.088889,91
4331,LATHEN,DE,52.846944,7.349444,15
4332,BAD LAUCHSTADT,DE,51.3925,11.88,119
4337,LECK (A),DE,54.776667,8.981667,5
4338,LECK,DE,54.7925,8.949167,7
4340,LEHESTEN/THURINGER WALD,DE,50.483056,11.45,640
4341,LEIBLFING,DE,48.766389,12.513333,365
4343,LEINEFELDE,DE,51.385278,10.301667,356
4344,LEIPZIG-HOLZHAUSEN,DE,51.316389,12.4475,138
4345,LENNESTADT-THETEN,DE,51.134444,8.035833,286
4351,KOLN-STAMMHEIM,DE,50.990556,6.978333,43
4353,BARTH,DE,54.340556,12.710556,3
4356,LIMBURG/LAHN-OFFHEIM,DE,50.412778,8.061389,185
4368,LORCH/RHEIN,DE,50.036389,7.820556,100
4369,LUDWIGSHAFEN-MUNDENHEIM,DE,49.461667,8.425556,95
4371,LUBECK,DE,53.878889,10.692778,15
4372,LUBECK-BLANKENSEE,DE,53.810556,10.706667,5
4373,LUBECK-WERFT,DE,53.896667,10.705278,5
4374,LUCHOW,DE,52.973889,11.139167,17
4377,LUDINGHAUSEN,DE,51.770556,7.413333,58
4383,MALLERSDORF/NIEDERBAYERN,DE,48.778056,12.254444,410
4384,KR. BAUTZEN KUBSCHUTZ,DE,51.161667,14.505556,232
4385,MANDERSCHEID-SONNENHOF,DE,50.102778,6.801944,413
4388,KR. MARBURG-BIEDENKOPF COLBE,DE,50.850278,8.774167,182
4389,MARIENBERG,DE,50.651944,13.148333,639
4390,BAD MARIENBERG,DE,50.663056,7.959444,547
4393,HEINERSREUTH-VOLLHOF,DE,49.967778,11.520833,350
4397,MEERSBURG,DE,47.699167,9.276389,460
4400,GARSEBACH BEI MEISSEN,DE,51.130556,13.434167,157
4402,MEMMINGEN,DE,47.983056,10.139167,615
4410,METTEN,DE,48.855556,12.920278,313
4415,SCHMIERITZ-WELTWITZ,DE,50.729444,11.785556,349
4419,BEERFELDEN,DE,49.562778,8.968889,450
4421,MOLLN,DE,53.614167,10.695556,42
4423,MONCHENGLADBACH,DE,51.198056,6.450556,49
4426,BEHRENSDORF,DE,54.344167,10.603056,4
4427,MUHLACKER,DE,48.973056,8.874167,244
4428,MUHLDORF,DE,48.28,12.503889,405
4430,MUNCHEBERG,DE,52.518889,14.125,63
4431,MUNCHEN-BOGENHAUSEN,DE,48.145,11.601389,521
4432,MUNCHEN-BOTANISCHER GARTEN,DE,48.164167,11.503056,515
4433,MUNCHEN-NYMPHENBURG,DE,48.166667,11.5025,515
4436,MUNSINGEN-APFELSTETTEN,DE,48.386389,9.484167,750
4440,BELM,DE,52.318056,8.170556,103
4442,BAD NAUHEIM,DE,50.369444,8.765556,142
4443,NEUBRANDENBURG,DE,53.548056,13.193056,81
4448,BAD-AHRWEILER NEUENAHR,DE,50.535556,7.085278,111
4449,MENZ,DE,53.103056,13.043889,77
4453,NEUKIRCHEN-HAUPTSCHWENDA,DE,50.893333,9.406389,500
4454,NEULAND,DE,54.3625,10.602778,4
4455,NEUMUNSTER,DE,54.088889,9.980278,26
4456,NEUNKIRCHEN-SEELSCHEID-KRAWINKEL,DE,50.845556,7.371944,195
4457,NEUNKIRCHEN-SEELSCHEID-MEISENBACH,DE,50.896667,7.308889,185
4458,NEUNKIRCHEN-WELLESWEILER,DE,49.344444,7.230278,236
4461,NEUSTADT AM KULM-FILCHENDORF,DE,49.818333,11.865278,452
4465,REGENSBURG-BURGWEINTING,DE,48.984167,12.145556,341
4470,NIEDERSTOTZINGEN,DE,48.534167,10.244167,451
4471,NIENBURG,DE,52.6725,9.224167,25
4472,REIMLINGEN,DE,48.826389,10.507778,435
4478,NURNBERG-BUCHENBUEHL,DE,49.501667,11.108056,335
4479,NURNBERG-NETZSTALL,DE,49.426667,11.255278,368
4482,KIEFERSFELDEN-GACH,DE,47.619167,12.168056,518
4486,OBERSULM-WILLSBACH,DE,49.128889,9.353333,230
4488,OBERVIECHTACH,DE,49.453056,12.438056,596
4493,OFFENBACH/M. (STADT),DE,50.095556,8.755556,110
4494,OFFENBURG,DE,48.460278,7.926389,153
4495,BAD BERGZABERN,DE,49.108056,7.996944,252
4498,OSCHATZ,DE,51.296944,13.094444,150
4499,OSNABRUCK,DE,52.256944,8.054167,95
4502,OSTHEIM V.D. RHON,DE,50.455,10.221944,312
4507,PARSBERG/OBERPFALZ-EGLWANG,DE,49.151667,11.690833,549
4512,PERL-BESCH,DE,49.5125,6.386389,175
4513,PERL-NENNIG,DE,49.536667,6.380833,152
4517,PFORZHEIM-EUTINGEN,DE,48.906667,8.741944,246
4519,PFULLENDORF,DE,47.935278,9.287778,630
4520,PHILIPPSBURG,DE,49.251944,8.4425,100
4522,PLAUEN,DE,50.483056,12.131667,386
4523,PLON (SEE),DE,54.160556,10.403056,24
4529,BERLIN-BUCH,DE,52.6325,13.503889,60
4530,PUCH,DE,48.188333,11.221667,550
4531,PUTBUS,DE,54.365556,13.478333,40
4533,BERLIN-DAHLEM (LFAG),DE,52.457778,13.301389,55
4534,QUEDLINBURG,DE,51.796667,11.133056,142
4536,QUICKBORN (KURZER KAMP),DE,53.729167,9.908056,27
4537,QUICKBORN,DE,53.734444,9.878333,13
4539,RAHDEN-VARL,DE,52.448056,8.573056,42
4544,KR. RAVENSBURG WEINGARTEN,DE,47.806944,9.621667,440
4547,BAD REICHENHALL,DE,47.724444,12.875556,470
4552,RENDSBURG,DE,54.289167,9.675833,8
4554,REUTLINGEN-BETZINGEN,DE,48.505833,9.184167,360
4555,RHEINAU-MEMPRECHTSHOFEN,DE,48.670833,7.995556,131
4556,BERLIN-LICHTENRADE,DE,52.408056,13.414167,47
4558,RHEINFELDEN,DE,47.563333,7.794167,287
4559,BERLIN-LICHTERFELDE (SUD),DE,52.415556,13.305278,43
4561,BERLIN-MARZAHN,DE,52.545833,13.561667,60
4562,RODEWISCH,DE,50.5275,12.410556,464
4563,BERLIN-MITTE,DE,52.533056,13.383056,35
4566,BERLIN-RUDOW,DE,52.405556,13.485556,38
4568,ROTENBURG (WUMME),DE,53.130278,9.340556,32
4570,BERLIN-SCHONEFELD,DE,52.381944,13.5325,46
4572,ROTHENBURG OB DER TAUBER,DE,49.385556,10.174167,415
4577,BAD KREUZNACH,DE,49.851667,7.8725,102
4579,RUPPERTSECKEN,DE,49.647778,7.884167,461
4584,SAARBRUCKEN-SANKT JOHANN,DE,49.224167,7.0175,193
4586,BERLIN-TREPTOW,DE,52.456667,13.471667,35
4588,BERLIN-ZEHLENDORF,DE,52.430278,13.234167,45
4591,BAD SALZUFLEN,DE,52.105556,8.753056,135
4593,SANDBERG,DE,50.353056,10.004167,510
4594,SANKT PETER-ORDING,DE,54.329444,8.602778,5
4595,SANKT WENDEL-HOF,DE,49.468056,7.204167,400
4596,SANKT WENDEL-URWEILER,DE,49.503333,7.202778,400
4598,SCHAAFHEIM-SCHLIERBACH,DE,49.920278,8.968056,155
4599,SCHALLSTADT-MENGEN,DE,47.960833,7.7125,215
4605,SCHIERKE,DE,51.766667,10.655,609
4606,BERNBURG/SAALE (NORD),DE,51.823056,11.711389,84
4608,SCHLESWIG-STADTFELD,DE,54.524167,9.565833,19
4616,GROSSENKNETEN,DE,52.935,8.235556,44
4617,SCHMUCKE,DE,50.655556,10.770833,937
4618,SCHNEIFELFORSTHAUS,DE,50.3,6.416944,649
4620,SELB/OBERFRANKEN-LAUTERBACH,DE,50.205556,12.145,609
4622,SCHORNDORF-KNOBLING,DE,49.165556,12.619167,399
4626,SCHWABISCH GMUND-STRASSDORF,DE,48.777778,9.803333,415
4630,SCHWANDORF,DE,49.328889,12.088333,356
4633,SCHWARZBURG,DE,50.645556,11.194444,277
4634,BERUS,DE,49.265278,6.687778,363
4637,SEEHAUSEN,DE,52.892778,11.730556,21
4639,SEESEN,DE,51.905556,10.19,186
4640,BAD SEGEBERG,DE,53.929167,10.300556,49
4641,SELB/OBERFRANKEN-WILDENAU,DE,50.198056,12.174167,611
4644,SIGMARINGEN-LAIZ,DE,48.072778,9.195278,580
4647,SIMBACH/INN,DE,48.272778,13.028889,360
4648,SIMMERN-WAHLBACH,DE,50.001667,7.596944,437
4651,SOLINGEN-HOHENSCHEID,DE,51.140833,7.094167,154
4652,SOLTAU,DE,52.961667,9.796667,76
4653,SONDERSHAUSEN,DE,51.353056,10.906944,216
4656,SONTRA,DE,51.061667,9.9275,365
4665,MITTELNKIRCHEN-HOHENFELDE,DE,53.552778,9.609167,1
4666,STIEGE,DE,51.669167,10.883333,494
4676,TETEROW,DE,53.7625,12.558056,38
4677,WORPSWEDE-HUTTENBUSCH,DE,53.2775,8.986667,7
4678,TEUSCHNITZ,DE,50.401389,11.390278,633
4680,THOLEY,DE,49.474444,7.039167,386
4684,TIRSCHENREUTH-LODERMUHL,DE,49.858889,12.355556,500
4688,TONISVORST,DE,51.290833,6.445,37
4693,TRENT,DE,54.535278,13.247778,3
4695,TRIER-ZEWEN,DE,49.7325,6.613056,132
4698,TROLLENHAGEN,DE,53.601944,13.305833,69
4699,TROSTBERG,DE,48.031667,12.540833,559
4704,UBERLINGEN/BODENSEE,DE,47.771944,9.156944,446
4705,UECKERMUNDE,DE,53.745833,14.069444,1
4706,UELZEN,DE,52.942778,10.53,50
4707,GOLLHOFEN,DE,49.575278,10.192778,308
4709,UMMENDORF,DE,52.161667,11.176667,162
4711,UTTENREUTH,DE,49.594167,11.071667,291
4712,VILLINGEN-SCHWENNINGEN,DE,48.045833,8.461667,720
4713,VISBEK,DE,52.833056,8.311944,51
4718,BAD BLANKENBURG,DE,50.675,11.281667,254
4719,WAGHAUSEL-KIRRLACH,DE,49.245556,8.538056,105
4721,WAHLSBURG-LIPPOLDSBERG,DE,51.619444,9.576944,176
4722,WITTENBORN,DE,53.921389,10.230556,39
4727,WALDEMS-REINBORN,DE,50.260833,8.360833,380
4731,WALTERSHAUSEN,DE,50.8975,10.549444,353
4734,WAREN,DE,53.521389,12.669167,70
4735,BLANKENRATH,DE,50.036667,7.305556,417
4740,WEIGENHEIM-REUSCH,DE,49.590833,10.26,309
4741,WEIHENSTEPHAN-DURNAST,DE,48.403056,11.695556,477
4742,WEILBURG (KLARANLAGE),DE,50.474167,8.259444,150
4744,WEIMAR-SCHONDORF,DE,51.019167,11.355556,325
4746,WEINSBERG,DE,49.151944,9.293056,219
4747,WEISKIRCHEN/SAAR,DE,49.555,6.8125,380
4749,WEISSACH,DE,48.846667,8.908889,455
4750,WEISSENBURG,DE,49.020278,10.961667,422
4757,KR. SCHWEINFURT MUHLHAUSEN,DE,49.963056,10.049167,216
4758,WERNIGERODE,DE,51.847778,10.769444,234
4769,BOCHUM,DE,51.480278,7.270556,101
4772,WILHELMSHAVEN,DE,53.591667,8.106667,1
4775,WISMAR,DE,53.894444,11.425278,25
4776,WITTENBERG,DE,51.890278,12.646389,105
4781,WORNITZ-BOTTENWEILER,DE,49.218889,10.230556,464
4783,WOLFACH,DE,48.295833,8.24,291
4787,WORMS,DE,49.605556,8.366667,88
4791,WUPPERTAL-BUCHENHOFEN,DE,51.225833,7.105833,130
4794,WUTOSCHINGEN-OFTERINGEN,DE,47.678889,8.380556,398
4796,ZEHDENICK,DE,52.968056,13.328056,51
4797,ZEITZ,DE,51.053889,12.144167,170
4801,ZINNWALD-GEORGENFELD,DE,50.732778,13.753056,877
4802,BOHMING,DE,48.945833,11.368056,379
4804,ZWIESEL,DE,49.029167,13.240278,615
4805,ZWIESELBERG,DE,49.001667,13.215278,615
4808,BERGE,DE,52.620556,12.788889,40
4813,MAINBURG,DE,48.650278,11.778333,431
4815,BOIZENBURG,DE,53.393056,10.689167,45
4816,NEUWIED,DE,50.449444,7.428056,91
4819,REIT IM WINKL,DE,47.675833,12.470833,685
4820,BOLTENHAGEN,DE,54.004167,11.191944,15
4821,WELZHEIM (A),DE,48.879444,9.635278,510
4826,BOOS,DE,48.074444,10.201389,592
4830,OSTENFELD (RENDSBURG),DE,54.320833,9.805833,14
4836,WANGERLAND-HOOKSIEL,DE,53.641667,8.082778,8
4838,DORPEN,DE,52.955278,7.319167,8
4839,DORNICK,DE,54.166667,10.353889,26
4842,MALLERSDORF-PFAFFENBERG,DE,48.776667,12.175556,404
4845,SELB-SPIELBERG,DE,50.159444,12.040278,610
4848,BORKUM-SUDERSTRASSE,DE,53.580278,6.672778,12
4850,SAARBRUCKEN-BURBACH,DE,49.241667,6.935,190
4851,DOLLNSTEIN-BREITENFURT,DE,48.877778,11.105556,394
4855,SCHWABISCH GMUND-WEILER,DE,48.770556,9.875,413
4857,BRILON-THULEN,DE,51.415556,8.650556,457
4867,NOSSEN,DE,51.051667,13.3025,308
4869,LUDINGHAUSEN-BROCHTRUP,DE,51.768056,7.520278,59
4870,RUNKEL-ENNERICH,DE,50.395556,8.144167,168
4871,MAISACH-GALGEN,DE,48.208056,11.204444,530
4875,BRAMSCHE,DE,52.405,7.973056,58
4879,BRAUNLAGE,DE,51.725,10.603889,607
4880,BRAUNSCHWEIG-GLIESMARODE,DE,52.275556,10.566667,83
4881,BRAUNSCHWEIG (T.H.),DE,52.271944,10.534444,75
4882,BRAUNSCHWEIG,DE,52.290278,10.448333,81
4884,BREMEN-SEEFAHRTSCHULE,DE,53.101667,8.784167,4
4885,BREMERHAVEN,DE,53.534444,8.576944,7
